Source,Harga lama,Harga baru,Judul,No. ISBN,Penerbit,Tanggal terbit,Jumlah Halaman,Berat,Jenis Cover,Dimensi(L x P),Kategori,Bonus,Text Bahasa
https://www.bukukita.com/Majalah/Testing/148732-Majalah-Animal-Minds.html,,Rp 2.100,Majalah Animal Minds,-,Mega Andalan Press ,Januari - 2017,240,400 gr,Soft Cover,14x23mm,Testing,-,Indonesia ··
https://www.bukukita.com/Komik/Comic/123833-Gebrakan-AHOK.html,Rp 50.000,Rp 42.500,Gebrakan AHOK,9786021875476,Fatiha ,April - 2014,-,200 gr,Soft Cover,-,Comic,-,Indonesia ··
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Motivasi/94685-Anda-Layak-Jadi-Miliarder.html,Rp 40.000,Rp 34.000,Anda Layak Jadi Miliarder,9789793782744,Simbiosa Rekatama Media ,Juli - 2011,-,200 gr,Soft Cover,-,Motivasi,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/133284-Persiapan-Berhaji-untuk-Perempuan.html,Rp 36.000,Rp 30.600,Persiapan Berhaji untuk Perempuan,9786027572324,Stiletto Book ,Maret - 2015,-,200 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/70786-Arab-dalam-Novel.html,Rp 38.000,Rp 32.300,Arab dalam Novel,9789791583688,E Nusantara ,2008,180,290 gr,Soft Cover,-,Islam,-,Indonesia ··
"https://www.bukukita.com/Bahasa-dan-Kamus/Belajar-Bahasa/151983-Kamus-Lengkap-Inggris-Indonesia,-Indonesia-Inggris.html",Rp 34.500,Rp 29.325,"Kamus Lengkap Inggris-Indonesia, Indonesia-Inggris",9786026595409,Anak Hebat Indonesia ,Agustus - 2017,276,250 gr,Soft Cover,14x20mm,Belajar Bahasa,-,
https://www.bukukita.com/Agama/Islam/168432-Para-Pembentuk-Peradaban-Islam:-Seribu-Tahun-Pertama.html,Rp 125.000,Rp 106.250,Para Pembentuk Peradaban Islam: Seribu Tahun Pertama (HC),9786232200982,Alvabet ,Desember - 2021,388,500 gr,Hard Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Komik/Comic/91088-The-Adventures-of-Johnny-Bunko-:-Komik-Panduan-Melejitkan-Karier.html,Rp 24.000,Rp 20.400,The Adventures of Johnny Bunko : Komik Panduan Melejitkan Karier,9786028740159,Literati-books ,Maret - 2011,-,300 gr,Soft Cover,-,Comic,-,Indonesia ··
https://www.bukukita.com/Buku-Preorder-dan-Promosi/Hari-Santri-Nasional/159395-SMART-NIRU-NABI-Full-Color.html,Rp 58.000,Rp 49.300,SMART NIRU NABI - Full Color,9786023913893,Mahabbah ,2018,232,250 gr,Soft Cover,-,Hari Santri Nasional,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Anak-Anak/108973-Baktiku-Untukmu.html,Rp 27.000,Rp 22.950,Baktiku Untukmu,9789790272286,Titian Ilmu ,2010,64,85 gr,Soft Cover,-,Anak-Anak,-,Indonesia ··
https://www.bukukita.com/Hobi-dan-Usaha/Keterampilan-&-Desain/147423-Menggambar-Teknik-kejuruan-Logam.html,Rp 50.400,Rp 42.840,Menggambar Teknik - kejuruan Logam,9789795479833,Angkasa ,November - 2016,40,320 gr,Soft Cover,-,Keterampilan & Desain,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/155388-Siapkah-Kau-Untuk-Dicintai.html,Rp 69.500,Rp 59.075,Siapkah Kau Untuk Dicintai,9786026673930,Anak Hebat Indonesia ,Februari - 2018,276,300 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/108422-Juz-Amma-Dan-Terjemahannya.html,Rp 62.400,Rp 53.040,Juz Amma Dan Terjemahannya,9789796656257,Angkasa ,2011,199,240 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Masakan-dan-Makanan/Kue/110646-Aneka-Kue-Paling-Istimewa.html,Rp 26.000,Rp 22.100,Aneka Kue Paling Istimewa (full color),9786027560703,Dunia Kreasi ,Februari - 2013,-,150 gr,Soft Cover,-,Kue,-,Indonesia ··
https://www.bukukita.com/Hukum-dan-Undang-undang/Undang-undang/136301-Pengelolaan-Keuangan-Desa.html,Rp 109.500,Rp 93.075,Pengelolaan Keuangan Desa (APBDesa) Edisi Revisi,9786027842984,Fokus Media ,2015,-,500 gr,Soft Cover,-,Undang-undang,-,Indonesia ··
https://www.bukukita.com/Edukasi/Kartu-Edukatif/135825-Kartu-Asah-Otak-Kelas-4-SD.html,Rp 37.500,Rp 31.875,,,,Juni - 2015,-,200 gr,-,-,Kartu Edukatif,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Remaja/135871-Diary-Cewek-Cupu-6:-Kisah-Patah-Hati-Yang-Nggak-Begitu-Menyenangkan.html,Rp 79.000,Rp 67.150,Diary Cewek Cupu 6: Kisah Patah Hati Yang Nggak Begitu Menyenangkan,9786027652699,Lentera Hati ,Juni - 2015,-,300 gr,Soft Cover,-,Remaja,-,Indonesia ··
"https://www.bukukita.com/Buku-Novel/Spiritualitas/168288-Yosua,-Hakim-hakim-dan-Rut-Alkitab-The-Passion-Translation.html",Rp 78.000,Rp 66.300,"Yosua, Hakim-hakim dan Rut Alkitab The Passion Translation",9786024192105,Light Publishing ,Oktober - 2021,241,300 gr,soft cover,-,Spiritualitas,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Spiritualitas/168287-Surga-Terbuka.html,Rp 78.000,Rp 66.300,Surga Terbuka,9786024192082,Light Publishing ,Oktober - 2021,264,350 gr,soft cover,-,Spiritualitas,-,Indonesia ··
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Pengembangan-Diri/153955-Being-Less-Sensitive-Person.html,Rp 36.500,Rp 31.025,Being Less Sensitive Person,9786026673220,Anak Hebat Indonesia ,November - 2017,168,200 gr,Soft Cover,14x20mm,Pengembangan Diri,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/83062-Tafsir-Surat-Yasin.html,Rp 39.000,Rp 33.150,Tafsir Surat Yasin,9789798452116,Pustaka Pesantren ,2005,-,350 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/93755-Pos-Islamisme.html,Rp 111.000,Rp 94.350,Pos-Islamisme,9789792553475,Lkis ,Juni - 2011,450,350 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Sastra-dan-Filsafat/Kumpulan-Puisi/122593-Ballada-Para-Nabi.html,Rp 21.000,Rp 17.850,Ballada Para Nabi,9791012091,Wedatama Widya Sastra ,Februari - 2014,-,150 gr,Soft Cover,-,Kumpulan Puisi,-,Indonesia ··
https://www.bukukita.com/Hukum-dan-Undang-undang/Undang-undang/150154-Keadilan-Berkontrak.html,Rp 80.000,Rp 68.000,Keadilan Berkontrak,9786027605145,Wedatama Widya Sastra ,Mei - 2017,-,500 gr,Soft Cover,-,Undang-undang,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/161304-Perkembangan-Peradilan-Islam-di-Indonesia.html,Rp 60.000,Rp 51.000,Perkembangan Peradilan Islam di Indonesia,9786027973701,Simbiosa Rekatama Media ,Maret - 2019,-,300 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/83955-Al-Quranku-Keren:-Al-Fatihah-Membuka-Potensi-Diri.html,Rp 44.000,Rp 37.400,Al-Quranku Keren: Al-Fatihah - Membuka Potensi Diri,9789793782157,Simbiosa Rekatama Media ,Agustus - 2010,-,200 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Pengembangan-Diri/115602-Aku-Bangga-Jadi-Anak-Indonesia.html,Rp 40.000,Rp 34.000,Aku Bangga Jadi Anak Indonesia ,9789793782713,Simbiosa Rekatama Media ,Juni - 2013,-,200 gr,Soft Cover,-,Pengembangan Diri,-,Indonesia ··
https://www.bukukita.com/Inspirasi-dan-Spiritual/Pendidikan-&-Pengajar/104852-Mendidik-Dengan-Tujuh-Nilai-Keajaiban.html,Rp 52.000,Rp 44.200,Mendidik Dengan Tujuh Nilai Keajaiban,9789793782850,Simbiosa Rekatama Media ,Juli - 2012,-,250 gr,Soft Cover,-,Pendidikan & Pengajar,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Filosofi/92319-Sang-Koruptor.html,Rp 78.000,Rp 66.300,Sang Koruptor,9789792553369,Lkis ,Maret - 2011,425,350 gr,Soft Cover,-,Filosofi,-,Indonesia ··
https://www.bukukita.com/Non-Fiksi-Lainnya/Non-Fiksi-Umum/147539-Fakta-Nyata-UFO-Adalah-Nazi.html,Rp 45.000,Rp 38.250,Fakta Nyata UFO Adalah Nazi,-,Kurniaesa ,November - 2016,-,150 gr,Soft Cover,-,Non-Fiksi Umum,-,Indonesia ··
https://www.bukukita.com/Bahasa-dan-Kamus/Belajar-Bahasa/153967-Nihongo-Noryoku-Shiken-Panduan-Menghadapi-Ujian-Internasional-Kemampuan-Bahasa-Jepang-N5.html,Rp 55.500,Rp 47.175,Nihongo Noryoku Shiken Panduan Menghadapi Ujian Internasional Kemampuan Bahasa Jepang N5,9786026595850,Anak Hebat Indonesia ,November - 2017,220,250 gr,Soft Cover,-,Belajar Bahasa,-,
https://www.bukukita.com/Referensi/Referensi-Umum/125910-Kiat-Menyusun-Skripsi-dan-Strategi-Belajar-di-Perguruan-Tinggi.html,Rp 42.500,Rp 36.125,Kiat Menyusun Skripsi dan Strategi Belajar di Perguruan Tinggi,9789791853279,Wedatama Widya Sastra ,Juni - 2014,-,300 gr,Soft Cover,-,Referensi Umum,-,Indonesia ··
https://www.bukukita.com/Inspirasi-dan-Spiritual/Spiritualitas/84947-Dunia-Padmini.html,Rp 65.000,Rp 55.250,Dunia Padmini,9789792553116,Lkis ,Oktober - 2010,254,200 gr,Soft Cover,-,Spiritualitas,-,Indonesia ··
https://www.bukukita.com/Ekonomi-dan-Manajemen/Bisnis-Investasi/138109-Business-911.html,Rp 43.000,Rp 36.550,Business 911,9786028740494,Literati-books ,Oktober - 2015,-,200 gr,Soft Cover,-,Bisnis-Investasi,-,Indonesia ··
https://www.bukukita.com/Komik/Comic/89938-Baby-Blues-:-Siaga-Satu-Anak-Pertama.html,Rp 33.000,Rp 28.050,Baby Blues : Siaga Satu Anak Pertama,9786028663212,Buah Hati ,Februari - 2011,128,300 gr,Soft Cover,-,Comic,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/141375-Kumpulan-101-Kultum-Tentang-Islam.html,Rp 159.000,Rp 135.150,Kumpulan 101 Kultum Tentang Islam,9786027720442,Lentera Hati ,Maret - 2016,-,600 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Romance/77368-Gardens-Of-Water.html,Rp 87.000,Rp 73.950,Gardens Of Water,978,Literati-books ,Februari - 2010,-,500 gr,Soft Cover,-,Romance,-,Indonesia ··
https://www.bukukita.com/Non-Fiksi-Lainnya/Non-Fiksi-Umum/76601-The-Homecoming.html,Rp 55.000,Rp 46.750,The Homecoming,978,Literati-books ,Desember - 2009,510,300 gr,Soft Cover,130x190mm,Non-Fiksi Umum,-,Indonesia ··
https://www.bukukita.com/Inspirasi-dan-Spiritual/Kiat-Sukses/79025-Sukses-Bisnis-Modal-Ratusan-Ribu.html,Rp 32.500,Rp 27.625,Sukses Bisnis Modal Ratusan Ribu,978,Kataelha ,April - 2010,-,300 gr,Soft Cover,-,Kiat Sukses,-,Indonesia ··
https://www.bukukita.com/Ekonomi-dan-Manajemen/Bisnis-Investasi/82426-10-Bisnis-Paling-Prospektif-2010-2020.html,Rp 27.500,Rp 23.375,10 Bisnis Paling Prospektif 2010-2020,978,Kataelha ,Juli - 2010,-,300 gr,Soft Cover,-,Bisnis-Investasi,-,Indonesia ··
https://www.bukukita.com/Busana-dan-Kecantikan/Aksesoris/124832-27-Model-Seri-Menjahit-Kerudung-Kreatif.html,Rp 36.000,Rp 30.600,27 Model Seri Menjahit Kerudung Kreatif,9786027652514,Lentera Hati ,Mei - 2014,-,150 gr,Soft Cover,-,Aksesoris,-,Indonesia ··
https://www.bukukita.com/Biografi-dan-Memoar/Memoar/93772-Fidel-&-Che-:-Persahabatan-Revolusioner-Tak-Tertandingi.html,Rp 97.000,Rp 82.450,Fidel & Che : Persahabatan Revolusioner Tak Tertandingi,9786028740005,Literati-books ,Juni - 2011,-,750 gr,Hard Cover,-,Memoar,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Remaja/113642-Magical-Seira-2-:-Seira-dan-Abels-Secret.html,Rp 52.000,Rp 44.200,Magical Seira 2 : Seira dan Abels Secret,9786027652354,Buah Hati ,Mei - 2013,322,350 gr,soft cover,-,Remaja,-,Indonesia ··
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Pengembangan-Diri/168115-Ternyata-Menikah-Dan-Bahagia-Itu-Mudah.html,Rp 49.500,Rp 42.075,Ternyata Menikah Dan Bahagia Itu Mudah,9786237210856,Psikologi Corner ,Agustus - 2019,208,200 gr,soft cover,-,Pengembangan Diri,-,Indonesia ··
https://www.bukukita.com/Buku-Sekolah/Taman-Kanak-Kanak/168810-Games-Book-Cerdas-Book-Cerdas-&-Kreatif-Supplemen-Siap-Sekolah.html,Rp 55.000,Rp 46.750,Games Book Cerdas Book Cerdas & Kreatif Supplemen Siap Sekolah,9786239714000,Pustaka Ilham ,Juli - 2021,96,250 gr,-,19x26mm,Taman Kanak-Kanak,-,Indonesia ··
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Pengembangan-Diri/166720-Berpikir-Cepat-Berkata-Hemat-Bertindak-Hebat.html,Rp 49.500,Rp 42.075,Berpikir Cepat Berkata Hemat Bertindak Hebat,9786232441712,Psikologi Corner ,September - 2020,-,155 gr,soft cover,-,Pengembangan Diri,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Sejarah-Fiksi/107021-Mitologi-Romawi.html,Rp 33.000,Rp 28.050,Mitologi Romawi,9786029682847,Oncor Semesta Publisher ,2011,136,100 gr,Soft Cover,-,Sejarah Fiksi,-,Indonesia ··
https://www.bukukita.com/Sejarah-dan-Budaya/Sejarah-Indonesia/157824-Cerita-Dari-Gedung-Arca-Edisi-2018.html,Rp 60.000,Rp 51.000,Cerita Dari Gedung Arca Edisi 2018,9793731117,Komunitas Bambu ,Juli - 2018,162,200 gr,Soft Cover (HVS),-,Sejarah Indonesia,-,Indonesia ··
https://www.bukukita.com/Sejarah-dan-Budaya/Sejarah-Agama/147032-Chiefdom-Madinah:-Kerucut-Kekuasaan-pada-Zaman-Awal-Islam.html,Rp 99.000,Rp 84.150,Chiefdom Madinah: Kerucut Kekuasaan pada Zaman Awal Islam [Hard Cover],9786029193855,Alvabet ,Mei - 2016,428,750 gr,Hard Cover,-,Sejarah Agama,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/167821-Juz-Amma-Pocket-Pocket-Edition.html,Rp 25.000,Rp 21.250,Juz Amma Pocket Pocket Edition ,9786239643928,Pustaka Ilham ,Mei - 2021,148,100 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Buku-Sekolah/Sekolah-Menengah-Pertama/133243-Smp-Mts-Kl-9-Buku-Ajaib-Sukses-Ujian-Semester-Semua-Pelajaran.html,Rp 79.000,Rp 67.150,Smp/Mts Kl 9 Buku Ajaib Sukses Ujian Semester Semua Pelajaran,9786021380468,Dunia Cerdas ,Maret - 2015,-,550 gr,Soft Cover,-,Sekolah Menengah Pertama,-,Indonesia ··
https://www.bukukita.com/Kesehatan-dan-Lingkungan/Pengetahuan-Kesehatan/153937-Diet-GM-Guide.html,Rp 36.500,Rp 31.025,Diet GM Guide,9786026595270,Anak Hebat Indonesia ,November - 2017,120,150 gr,Soft Cover,-,Pengetahuan Kesehatan,-,Indonesia ··
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Pengembangan-Diri/167180-JIWA-JIWA-YANG-LELAH.html,Rp 49.500,Rp 42.075,JIWA-JIWA YANG LELAH,9786232442504,Anak Hebat Indonesia ,Desember - 2020,-,300 gr,Soft Cover,-,Pengembangan Diri,-,Indonesia ··
https://www.bukukita.com/Sastra-dan-Filsafat/Kumpulan-Puisi/155382-Jangan-Jangan-Tuhan-Tak-Merestuiku-Jadi-Penyair.html,Rp 69.500,Rp 59.075,Jangan-Jangan Tuhan Tak Merestuiku Jadi Penyair,9786026380234,Anak Hebat Indonesia ,Februari - 2018,180,250 gr,Soft Cover,14x20mm,Kumpulan Puisi,-,Indonesia ··
https://www.bukukita.com/Biografi-dan-Memoar/Biografi/166724-NADIEM-MAKARIM:-Dari-Pembisnis-Up-Level-Unicorn-Hingga-Melenggang-Ke-Istana.html,Rp 55.500,Rp 47.175,NADIEM MAKARIM: Dari Pembisnis Up Level Unicorn Hingga Melenggang Ke Istana,9786232442733,Anak Hebat Indonesia ,September - 2020,-,205 gr,soft cover,-,Biografi,-,Indonesia ··
"https://www.bukukita.com/Remaja/Pengembangan-Diri/168032-Berbahagialah,-Sedih-Itu-Hanyalah-Mitos:-Kebahagiaan-Itu-Ada-Dalam-Genggaman.html",Rp 36.500,Rp 31.025,"Berbahagialah, Sedih Itu Hanyalah Mitos: Kebahagiaan Itu Ada Dalam Genggaman",9786232444522,Mueeza ,November - 2020,164,145 gr,soft cover,-,Pengembangan Diri,-,Indonesia ··
https://www.bukukita.com/Komputer-dan-Internet/Office/167181-MICROSOFT-EXCEL-ITU-MUDAH:-Trik-Cepat-Kuasai-Formula-&-Fungsinya.html,Rp 44.500,Rp 37.825,MICROSOFT EXCEL ITU MUDAH: Trik Cepat Kuasai Formula & Fungsinya,9786232442627,Start Up ,Desember - 2020,-,300 gr,Soft Cover,-,Office,-,Indonesia ··
"https://www.bukukita.com/Ekonomi-dan-Manajemen/Bisnis-Investasi/168062-Ide-Bisnis-Modal-Tipis-500-Ribuan:-Langkah-Sukses-Membangun,.html",Rp 75.800,Rp 64.430,"Ide Bisnis Modal Tipis 500 Ribuan: Langkah Sukses Membangun,",9786232440746,Unicorn Publishing ,Agustus - 2020,436,400 gr,soft cover,-,Bisnis-Investasi,-,Indonesia ··
https://www.bukukita.com/Buku-Sekolah/Penunjang-Pelajaran/168956-Buku-Tulis-Hapus-Belajar-Dasar-Membaca-&-Menulis-Huruf-&-Angka-dan-hijyaiyah-gka.html,Rp 75.000,Rp 63.750,Buku Tulis Hapus Belajar Dasar Membaca & Menulis Huruf & Angka dan hijyaiyah   gka ( Cover Baru ) ,9786239663629,Magenta Media ,Desember - 2021,28,170 gr,Soft Cover,17x17mm,Penunjang Pelajaran,-,Indonesia ··
https://www.bukukita.com/Buku-Teks/Bahasa-Sastra/134009-Bahasa-Indonesia-Kreatif-Edisi-Revisi.html,Rp 60.000,Rp 51.000,Bahasa Indonesia Kreatif Edisi Revisi,9786027605114,Wedatama Widya Sastra ,Januari - 2015,289,500 gr,Soft Cover,-,Bahasa-Sastra,-,Indonesia ··
https://www.bukukita.com/Sejarah-dan-Budaya/Sejarah-Indonesia/154223-Jantuk:-Pertumbuhan-dan-Perkembangan.html,Rp 55.000,Rp 46.750,Jantuk: Pertumbuhan dan Perkembangan,9786022730200,Wedatama Widya Sastra ,Desember - 2017,-,250 gr,Soft Cover,-,Sejarah Indonesia,-,Indonesia ··
https://www.bukukita.com/Sejarah-dan-Budaya/Kebudayaan/125911-Gambar-Tangan-Gua-Gua-Prasejarah.html,Rp 65.000,Rp 55.250,Gambar Tangan Gua-Gua Prasejarah,9789791012461,Wedatama Widya Sastra ,Juni - 2014,-,350 gr,Soft Cover,-,Kebudayaan,-,Indonesia ··
https://www.bukukita.com/Sejarah-dan-Budaya/Kebudayaan/161998-KIAS-Tradisi-Lisan-Orang-Lampung.html,Rp 60.000,Rp 51.000,KIAS Tradisi Lisan Orang Lampung,9786022730293,Wedatama Widya Sastra ,April - 2019,228,370 gr,Soft Cover,-,Kebudayaan,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/109250-Kerancuan-Memahami-Islam.html,Rp 91.000,Rp 77.350,Kerancuan Memahami Islam,9786028995313,Pustaka Pesantren ,Desember - 2012,306,450 gr,soft cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Masakan-dan-Makanan/Kue/122736-Aneka-Kue-Serba-Oven-Paling-Favorit.html,Rp 27.500,Rp 23.375,Aneka Kue Serba Oven Paling Favorit (Full Color),9786027991538,Dunia Kreasi ,Februari - 2014,-,150 gr,Soft Cover,-,Kue,-,Indonesia ··
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Psikologi/168424-sesungguhnya-kita-sudah-terlalu-lelah-untuk-memenui-ekspetasi-orang-lain.html,Rp 49.800,Rp 42.330,sesungguhnya kita sudah terlalu lelah untuk memenui ekspetasi orang lain,9786232447912,Psikologi Corner ,Desember - 2021,-,230 gr,Soft Cover,-,Psikologi,-,Indonesia ··
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Pengembangan-Diri/168087-Cakap-Berbicara:-Ubah-Gaya-Bicaramu-Layaknya-Seorang-Intelek.html,Rp 69.500,Rp 59.075,Cakap Berbicara: Ubah Gaya Bicaramu Layaknya Seorang Intelek,9786237324997,Komunika ,Desember - 2019,346,350 gr,soft cover,-,Pengembangan Diri,-,Indonesia ··
https://www.bukukita.com/Remaja/Pengembangan-Diri/167628-Berpura-Pura-Bahagia-Itu-Melelahkan:-How-To-Avoid-Toxic-Happ.html,Rp 55.500,Rp 47.175,Berpura-Pura Bahagia Itu Melelahkan: How To Avoid Toxic Happ,9786232446755,Psikologi Corner ,Mei - 2021,252,300 gr,soft cover,-,Pengembangan Diri,-,Indonesia ··
https://www.bukukita.com/Sastra-dan-Filsafat/Filsafat/151984-NIETZSCHE:-Sebuah-Catatan-Pergumulan-dan-Bentrokan.html,Rp 56.500,Rp 48.025,NIETZSCHE: Sebuah Catatan Pergumulan dan Bentrokan,9786026595751,Anak Hebat Indonesia ,Agustus - 2017,328,350 gr,Soft Cover,14x20mm,Filsafat,-,Indonesia ··
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Pengembangan-Diri/168043-The-Power-Of-Ikigai-:-Dan-Rahasia-Hidup-Bahagia-Ala-Orang-orang-di-dunia-lainnya.html,Rp 42.500,Rp 36.125,The Power Of Ikigai : Dan Rahasia Hidup Bahagia Ala Orang-orang di dunia lainnya,9786232444461,Psikologi Corner ,September - 2021,240,250 gr,soft cover,-,Pengembangan Diri,-,Indonesia ··
https://www.bukukita.com/Hukum-dan-Undang-undang/Undang-undang/136299-Undang-Undang-Pilkada-Edisi-Terbaru-Uu-No-8-Th-2015.html,Rp 51.000,Rp 43.350,Undang-Undang Pilkada Edisi Terbaru Uu No 8 Th 2015,9786027842960,Fokus Media ,Juni - 2015,-,300 gr,Soft Cover,-,Undang-undang,-,Indonesia ··
https://www.bukukita.com/Referensi/Referensi-Umum/117149-Ancangan-Semiotika-dan-Pengkajian-Susastra.html,Rp 30.400,Rp 25.840,Ancangan Semiotika dan Pengkajian Susastra (Cover Baru),9789796658336,Angkasa ,Agustus - 2013,-,230 gr,Soft Cover,-,Referensi Umum,-,Indonesia ··
https://www.bukukita.com/Anak-Anak/Islam/165323-Kisah-Akhlak-Terpuji-25-Nabi-&-Rasul.html,Rp 69.500,Rp 59.075,Kisah Akhlak Terpuji 25 Nabi & Rasul,9786232440418,Mueeza kids ,Maret - 2020,-,250 gr,soft cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Psikologi/149214-The-Habit-of-Miliarder-Dalam-Berpikir-&-Menyikapi-Kegagalan.html,Rp 57.500,Rp 48.875,The Habit of Miliarder Dalam Berpikir & Menyikapi Kegagalan,9786026380678,Anak Hebat Indonesia ,Februari - 2017,252,250 gr,Soft Cover,140x210mm,Psikologi,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/127234-99-Panduan-muslim-Sehari-hari-in-Comic.html,Rp 59.500,Rp 50.575,99 Panduan muslim Sehari-hari in Comic,9786021362105,Melvana ,Agustus - 2014,148,250 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Hukum-dan-Undang-undang/Undang-undang/131840-Kitab-Undang-Undang-Ekonomi-Syariah.html,Rp 63.500,Rp 53.975,Kitab Undang-Undang Ekonomi Syariah,9786028733519,Fokus Media ,Januari - 2015,-,450 gr,Soft Cover,-,Undang-undang,-,Indonesia ··
https://www.bukukita.com/Non-Fiksi-Lainnya/Non-Fiksi-Umum/83071-Teologi-Buruh.html,Rp 59.000,Rp 50.150,Teologi Buruh,9789791283540,Lkis ,2008,-,500 gr,-,-,Non-Fiksi Umum,-,Indonesia ··
https://www.bukukita.com/Sejarah-dan-Budaya/Sejarah-Dunia/155416-Descartes-Spinoza-&-Berkeley-:-Menguak-Tabir-Pemikiran-Filsafat-Rasionalisme-dan-Empirisme.html,Rp 44.500,Rp 37.825,Descartes Spinoza & Berkeley : Menguak Tabir Pemikiran Filsafat Rasionalisme dan Empirisme,9786025469732,Anak Hebat Indonesia ,Januari - 2018,152,150 gr,Soft Cover,-,Sejarah Dunia,-,Indonesia ··
https://www.bukukita.com/Buku-Sekolah/Sekolah-Menengah-Pertama/144107-Kamus-Super-Lengkap-Fisika-SMP-MTS.html,Rp 50.000,Rp 42.500,Kamus Super Lengkap Fisika SMP/MTS,9786023080441,Kurniaesa ,Juni - 2016,-,200 gr,Soft Cover,-,Sekolah Menengah Pertama,-,Indonesia ··
https://www.bukukita.com/Hobi-dan-Usaha/Keterampilan-&-Desain/118183-Aneka-Kolam-Ikan.html,Rp 37.000,Rp 31.450,Aneka Kolam Ikan (Ragam Jenis dan Cara Membuat),9789790026056,Penebar swadaya ,September - 2013,-,200 gr,Soft Cover,-,Keterampilan & Desain,-,Indonesia ··
https://www.bukukita.com/Buku-Teks/Ilmu-Sosial/167681-Sepuluh-Pelajaran-Untuk-Dunia-Pasca-Pandemi.html,Rp 99.000,Rp 84.150,Sepuluh Pelajaran Untuk Dunia Pasca-Pandemi,9786232201088,Alvabet ,Juni - 2021,320,450 gr,Soft Cover,-,Ilmu Sosial,-,Indonesia ··
https://www.bukukita.com/Anak-Anak/Cerita-Anak/167692-Kareem-dan-Khaleel-Mencari-Allah.html,Rp 150.000,Rp 127.500,Kareem dan Khaleel Mencari Allah,9786236944011,Buah Hati ,April - 2021,34,150 gr,Hard Cover,260x250mm,Cerita Anak,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/108931-Abu-Darda-Pedagang-dan-Ulama-Besar.html,Rp 27.000,Rp 22.950,Abu Darda Pedagang dan Ulama Besar,978,Titian Ilmu ,2007,50,140 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/108929-Abu-Musa-Al-Asyari-:-Berjuang-dengan-Pedang-Hati.html,Rp 27.000,Rp 22.950,Abu Musa Al Asyari : Berjuang dengan Pedang Hati,9789799012906,Titian Ilmu ,2007,50,140 gr,Soft Cover,-,Islam,-,Indonesia ··
"https://www.bukukita.com/Anak-Anak/Cerita-Anak/169455-Kareem,Khaleel,-dan-Peci-yang-Hilang.html",Rp 150.000,Rp 127.500,"Kareem,Khaleel, dan Peci yang Hilang",9786236944059,Buah Hati ,Januari - 2022,34,160 gr,hard cover,26x26mm,Cerita Anak,-,Indonesia ··
https://www.bukukita.com/Biografi-dan-Memoar/Biografi/154463-Islam-Yang-Saya-Anut.html,Rp 65.000,Rp 55.250,Islam Yang Saya Anut,9786027720749,Lentera Hati ,Januari - 2018,346,350 gr,Soft Cover,13x19mm,Biografi,-,Indonesia ··
